"INFORMATION TYPE","DATE","PERIOD","FACILITY TYPE","GROSS INJECTION (MWh)","NET INJECTION (MWh)"
"MG","02 Sep 2019","48","ST","53.842","52.458"
"MG","03 Sep 2019","1","CCGT/COGEN/TRIGEN","2838.896","2617.608"
"MG","03 Sep 2019","1","GT","-0.034","-0.034"
"MG","03 Sep 2019","1","IGS","-0.004","-0.004"
"MG","03 Sep 2019","1","ST","53.263","51.874"
"MG","03 Sep 2019","2","CCGT/COGEN/TRIGEN","2775.915","2554.259"
"MG","03 Sep 2019","2","GT","-0.034","-0.034"
"MG","03 Sep 2019","2","IGS","-0.004","-0.004"
"MG","03 Sep 2019","2","ST","53.732","52.355"
"MG","03 Sep 2019","3","CCGT/COGEN/TRIGEN","2731.023","2508.903"
"MG","03 Sep 2019","3","GT","-0.036","-0.036"
"MG","03 Sep 2019","3","IGS","-0.004","-0.004"
"MG","03 Sep 2019","3","ST","53.158","51.779"
"MG","03 Sep 2019","4","CCGT/COGEN/TRIGEN","2698.612","2475.845"
"MG","03 Sep 2019","4","GT","-0.034","-0.034"
"MG","03 Sep 2019","4","IGS","-0.018","-0.018"
"MG","03 Sep 2019","4","ST","53.925","52.576"
"MG","03 Sep 2019","5","CCGT/COGEN/TRIGEN","2651.123","2429.477"
"MG","03 Sep 2019","5","GT","-0.034","-0.034"
"MG","03 Sep 2019","5","IGS","-0.004","-0.004"
"MG","03 Sep 2019","5","ST","53.457","52.087"
"MG","03 Sep 2019","6","CCGT/COGEN/TRIGEN","2629.180","2407.824"
"MG","03 Sep 2019","6","GT","-0.036","-0.036"
"MG","03 Sep 2019","6","IGS","-0.004","-0.004"
"MG","03 Sep 2019","6","ST","53.181","51.797"
"MG","03 Sep 2019","7","CCGT/COGEN/TRIGEN","2600.578","2377.498"
"MG","03 Sep 2019","7","GT","-0.034","-0.034"
"MG","03 Sep 2019","7","IGS","-0.016","-0.016"
"MG","03 Sep 2019","7","ST","54.252","52.867"
"MG","03 Sep 2019","8","CCGT/COGEN/TRIGEN","2580.592","2356.449"
"MG","03 Sep 2019","8","GT","-0.033","-0.033"
"MG","03 Sep 2019","8","IGS","-0.004","-0.004"
"MG","03 Sep 2019","8","ST","54.668","53.284"
"MG","03 Sep 2019","9","CCGT/COGEN/TRIGEN","2576.743","2352.389"
"MG","03 Sep 2019","9","GT","-0.035","-0.035"
"MG","03 Sep 2019","9","IGS","-0.004","-0.004"
"MG","03 Sep 2019","9","ST","53.110","51.719"
"MG","03 Sep 2019","10","CCGT/COGEN/TRIGEN","2577.213","2352.332"
"MG","03 Sep 2019","10","GT","-0.033","-0.033"
"MG","03 Sep 2019","10","IGS","-0.006","-0.006"
