"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUC ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","14 Mar 2015","29","83.95","83.90","0.12","-0.88","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","30","82.61","82.30","0.17","-0.67","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","31","83.27","82.47","0.79","-0.80","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","32","81.37","80.54","0.81","-0.79","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","33","81.62","80.52","1.10","-0.82","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","34","81.07","80.30","0.79","-0.83","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","35","79.78","79.39","0.57","-0.99","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","36","80.17","79.83","0.32","-0.79","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","37","79.83","79.83","0.32","-1.13","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","38","80.61","80.52","0.43","-1.15","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","39","86.92","86.54","0.56","-0.99","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","40","88.34","87.58","0.55","-0.60","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","41","85.22","84.90","0.54","-1.03","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","42","84.91","84.79","0.55","-1.24","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","43","80.96","80.49","0.75","-1.09","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","44","81.38","80.40","1.13","-0.96","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","45","79.63","78.51","1.17","-0.86","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","46","79.48","78.24","1.19","-0.77","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","47","78.61","77.37","1.21","-0.79","0.32","0.2700","-0.0001","0.2217"
"WEP","14 Mar 2015","48","82.32","81.12","1.24","-0.85","0.32","0.2700","-0.0001","0.2217"
"WEP","15 Mar 2015","1","89.10","87.61","1.63","-0.96","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","2","86.19","84.35","1.66","-0.64","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","3","81.40","79.22","1.68","-0.32","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","4","81.16","79.20","1.72","-0.58","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","5","79.40","78.16","0.84","-0.43","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","6","77.80","77.00","0.62","-0.65","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","7","76.13","76.00","0.00","-0.69","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","8","76.02","75.91","0.00","-0.71","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","9","75.92","75.91","0.02","-0.83","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","10","76.05","75.80","0.02","-0.59","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","11","76.35","76.01","0.02","-0.50","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","12","76.49","76.11","0.05","-0.49","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","13","76.33","76.12","0.05","-0.66","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","14","76.15","76.25","0.02","-0.94","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","15","76.81","75.92","0.76","-0.69","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","16","77.23","76.27","0.57","-0.43","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","17","77.58","76.31","0.83","-0.38","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","18","80.24","78.21","1.53","-0.32","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","19","84.74","82.51","1.53","-0.12","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","20","91.38","89.45","1.56","-0.45","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","21","80.90","79.27","1.11","-0.31","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","22","81.86","80.28","0.80","-0.04","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","23","81.47","80.28","0.60","-0.24","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","24","81.74","80.28","0.66","-0.02","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","25","82.39","80.28","1.25","0.04","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","26","81.10","80.28","0.46","-0.46","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","27","83.22","82.31","0.67","-0.59","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","28","83.72","82.30","0.87","-0.27","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","29","82.31","80.31","1.26","-0.08","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","30","83.87","82.21","1.45","-0.61","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","31","83.77","82.31","1.27","-0.63","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","32","82.10","80.31","1.44","-0.47","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","33","84.37","82.31","1.43","-0.19","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","34","81.59","80.28","1.12","-0.63","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","35","82.77","82.31","0.47","-0.83","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","36","90.67","90.07","0.63","-0.85","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","37","93.47","92.99","0.67","-1.01","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","38","89.62","88.44","0.85","-0.49","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","39","90.49","89.44","0.69","-0.47","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","40","94.18","93.04","0.67","-0.35","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","41","96.94","95.63","0.73","-0.25","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","42","94.28","93.06","0.67","-0.27","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","43","93.82","92.64","0.74","-0.38","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","44","91.57","89.92","1.39","-0.57","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","45","90.31","88.46","1.50","-0.48","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","46","88.74","86.34","1.53","0.05","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","47","90.32","88.60","1.56","-0.66","0.32","0.2700","-0.0001","0.2315"
"WEP","15 Mar 2015","48","86.34","84.19","1.60","-0.27","0.32","0.2700","-0.0001","0.2315"
"WEP","16 Mar 2015","1","88.87","87.20","0.86","0.02","0.32","0.2700","-0.0001","0.2049"
"WEP","16 Mar 2015","2","82.57","81.06","0.93","-0.22","0.32","0.2700","-0.0001","0.2049"
